specification_id;kv2;supplier;type_cost
8320;KV2000002432;Ryder Supply Chain Solutions;100.99
8321;KV2000002433;DHL Supply Chain;200.0
8322;KV2000002434;Lineage Logistics;150.99
8323;KV2000002435;Ryder Supply Chain Solutions;0.0
8324;KV2000002436;Americold;250.99
8325;KV2000002437;GXO Logistics;150.0
8326;KV2000002438;Ryder Supply Chain Solutions;350.0
8327;KV2000002439;Lineage Logistics;200.99
8328;KV2000002440;Americold;250.99
8329;KV2000002441;EODIS North America;50.99
8330;KV2000002442;Lineage Logistics;300.99
8331;KV2000002443;GXO Logistics;50.99
8332;KV2000002444;Lineage Logistics;300.99
8333;KV2000002445;DHL Supply Chain;200.0
8334;KV2000002446;Americold;0.0
8335;KV2000002447;EODIS North America;0.0
8336;KV2000002448;FedEx Supply Chain;150.0
8337;KV2000002449;DHL Supply Chain;300.0
8338;KV2000002450;Lineage Logistics;450.99
8339;KV2000002451;Kenco Logistic Services LLC;100.99
8340;KV2000002452;Ryder Supply Chain Solutions;150.0
8341;KV2000002453;Americold;250.99
8342;KV2000002454;Ryder Supply Chain Solutions;0.0
8343;KV2000002455;DHL Supply Chain;400.99
8344;KV2000002456;Lineage Logistics;450.0
8345;KV2000002457;DHL Supply Chain;400.0
8346;KV2000002458;Lineage Logistics;350.99
8347;KV2000002459;Americold;100.99
8348;KV2000002460;Americold;450.0
8349;KV2000002461;DHL Supply Chain;300.0
8350;KV2000002462;EODIS North America;400.99
8351;KV2000002463;FedEx Supply Chain;250.99
8352;KV2000002464;Lineage Logistics;250.99
8353;KV2000002465;GXO Logistics;0.0
8354;KV2000002466;GXO Logistics;450.99
8355;KV2000002467;GXO Logistics;300.0
8356;KV2000002468;Kenco Logistic Services LLC;150.0
8357;KV2000002469;Ryder Supply Chain Solutions;150.0
8358;KV2000002470;Lineage Logistics;300.99
8359;KV2000002471;Ryder Supply Chain Solutions;350.99
8360;KV2000002472;DHL Supply Chain;100.0
8361;KV2000002473;FedEx Supply Chain;200.99
8362;KV2000002474;GXO Logistics;100.0
8363;KV2000002475;Ryder Supply Chain Solutions;350.0
8364;KV2000002476;FedEx Supply Chain;400.99
8365;KV2000002477;Americold;250.0
8366;KV2000002478;Ryder Supply Chain Solutions;0.0
8367;KV2000002479;FedEx Supply Chain;200.99
8368;KV2000002480;Lineage Logistics;50.99
8369;KV2000002481;DHL Supply Chain;400.99
8370;KV2000002482;Kenco Logistic Services LLC;400.99
8371;KV2000002483;FedEx Supply Chain;150.99
8372;KV2000002484;DHL Supply Chain;0.99
8373;KV2000002485;EODIS North America;50.99
8374;KV2000002486;Lineage Logistics;350.99
8375;KV2000002487;EODIS North America;400.0
8376;KV2000002488;FedEx Supply Chain;350.0
8377;KV2000002489;DHL Supply Chain;400.99
8378;KV2000002490;DHL Supply Chain;100.0
8379;KV2000002491;Kenco Logistic Services LLC;350.0
8380;KV2000002492;Lineage Logistics;50.0
8381;KV2000002493;Ryder Supply Chain Solutions;250.0
8382;KV2000002494;DHL Supply Chain;150.99
8383;KV2000002495;DHL Supply Chain;400.0
8384;KV2000002496;DHL Supply Chain;300.0
8385;KV2000002497;Kenco Logistic Services LLC;100.99
8386;KV2000002498;Americold;100.0
8387;KV2000002499;FedEx Supply Chain;450.0
8388;KV2000002500;Kenco Logistic Services LLC;350.99
8389;KV2000002501;Americold;250.0
8390;KV2000002502;Kenco Logistic Services LLC;200.0
8391;KV2000002503;Kenco Logistic Services LLC;450.99
8392;KV2000002504;DHL Supply Chain;350.99
8393;KV2000002505;DHL Supply Chain;0.99
8394;KV2000002506;Kenco Logistic Services LLC;350.0
8395;KV2000002507;EODIS North America;350.99
8396;KV2000002508;EODIS North America;50.0
8397;KV2000002509;EODIS North America;300.99
8398;KV2000002510;GXO Logistics;350.99
8399;KV2000002511;GXO Logistics;200.0
8400;KV2000002512;Ryder Supply Chain Solutions;50.0
8401;KV2000002513;Lineage Logistics;250.99
8402;KV2000002514;DHL Supply Chain;350.0
8403;KV2000002515;Lineage Logistics;200.99
8404;KV2000002516;Americold;0.0
8405;KV2000002517;Lineage Logistics;100.0
8406;KV2000002518;Lineage Logistics;200.99
8407;KV2000002519;Kenco Logistic Services LLC;250.99
8408;KV2000002520;Lineage Logistics;100.99
8409;KV2000002521;Ryder Supply Chain Solutions;100.99
8410;KV2000002522;Americold;350.99
8411;KV2000002523;Kenco Logistic Services LLC;350.99
8412;KV2000002524;Ryder Supply Chain Solutions;400.0
8413;KV2000002525;DHL Supply Chain;150.99
8414;KV2000002526;Kenco Logistic Services LLC;0.99
8415;KV2000002527;Kenco Logistic Services LLC;200.99
8416;KV2000002528;Americold;450.99
8417;KV2000002529;DHL Supply Chain;300.99
8418;KV2000002530;EODIS North America;300.0
8419;KV2000002531;GXO Logistics;400.99
8420;KV2000002532;Americold;200.0
8421;KV2000002533;Americold;100.0
8422;KV2000002534;Americold;450.99
8423;KV2000002535;EODIS North America;350.99
8424;KV2000002536;FedEx Supply Chain;300.99
8425;KV2000002537;EODIS North America;100.0
8426;KV2000002538;Americold;0.99
8427;KV2000002539;Lineage Logistics;350.0
8428;KV2000002540;EODIS North America;0.0
8429;KV2000002541;Lineage Logistics;300.99
8430;KV2000002542;Kenco Logistic Services LLC;250.0
8431;KV2000002543;Kenco Logistic Services LLC;200.99
8432;KV2000002544;Lineage Logistics;0.0
8433;KV2000002545;Kenco Logistic Services LLC;0.99
8434;KV2000002546;DHL Supply Chain;200.99
8435;KV2000002547;Kenco Logistic Services LLC;100.0
8436;KV2000002548;FedEx Supply Chain;400.0
8437;KV2000002549;DHL Supply Chain;300.99
8438;KV2000002550;DHL Supply Chain;250.0
8439;KV2000002551;GXO Logistics;50.0
8440;KV2000002552;Ryder Supply Chain Solutions;250.99
8441;KV2000002553;Ryder Supply Chain Solutions;200.0
8442;KV2000002554;Kenco Logistic Services LLC;200.99
8443;KV2000002555;GXO Logistics;0.99
8444;KV2000002556;Americold;300.0
8445;KV2000002557;EODIS North America;250.99
8446;KV2000002558;FedEx Supply Chain;50.99
8447;KV2000002559;GXO Logistics;450.0
8448;KV2000002560;EODIS North America;150.0
8449;KV2000002561;Lineage Logistics;150.99
8450;KV2000002562;Americold;250.99
8451;KV2000002563;GXO Logistics;400.0
8452;KV2000002564;Ryder Supply Chain Solutions;0.99
8453;KV2000002565;Ryder Supply Chain Solutions;300.99
8454;KV2000002566;Kenco Logistic Services LLC;50.99
8455;KV2000002567;GXO Logistics;150.99
8456;KV2000002568;DHL Supply Chain;350.99
8457;KV2000002569;EODIS North America;50.99
8458;KV2000002570;Kenco Logistic Services LLC;450.0
8459;KV2000002571;DHL Supply Chain;150.0
8460;KV2000002572;GXO Logistics;450.99
8461;KV2000002573;Lineage Logistics;0.0
8462;KV2000002574;Lineage Logistics;200.99
8463;KV2000002575;Ryder Supply Chain Solutions;450.99
8464;KV2000002576;Lineage Logistics;350.99
8465;KV2000002577;FedEx Supply Chain;300.0
8466;KV2000002578;Kenco Logistic Services LLC;150.0
8467;KV2000002579;Ryder Supply Chain Solutions;200.0
8468;KV2000002580;Kenco Logistic Services LLC;300.0
8469;KV2000002581;Ryder Supply Chain Solutions;100.0
8470;KV2000002582;Americold;150.99
8471;KV2000002583;Lineage Logistics;250.99
8472;KV2000002584;Kenco Logistic Services LLC;300.0
8473;KV2000002585;Ryder Supply Chain Solutions;250.99
8474;KV2000002586;Lineage Logistics;400.99
8475;KV2000002587;Kenco Logistic Services LLC;350.0
8476;KV2000002588;Ryder Supply Chain Solutions;150.99
8477;KV2000002589;Americold;100.0
8478;KV2000002590;Ryder Supply Chain Solutions;450.99
8479;KV2000002591;Americold;250.99
8480;KV2000002592;DHL Supply Chain;400.0
8481;KV2000002593;Americold;450.99
8482;KV2000002594;GXO Logistics;350.0
8483;KV2000002595;Kenco Logistic Services LLC;250.0
8484;KV2000002596;FedEx Supply Chain;350.99
8485;KV2000002597;DHL Supply Chain;50.99
8486;KV2000002598;GXO Logistics;50.99
8487;KV2000002599;Lineage Logistics;450.99
8488;KV2000002600;FedEx Supply Chain;350.0
8489;KV2000002601;GXO Logistics;100.99
8490;KV2000002602;Ryder Supply Chain Solutions;200.99
8491;KV2000002603;Ryder Supply Chain Solutions;250.99
8492;KV2000002604;Americold;200.0
8493;KV2000002605;Lineage Logistics;0.0
8494;KV2000002606;FedEx Supply Chain;400.99
8495;KV2000002607;DHL Supply Chain;300.99
8496;KV2000002608;Kenco Logistic Services LLC;250.99
8497;KV2000002609;FedEx Supply Chain;400.0
8498;KV2000002610;Americold;100.99
8499;KV2000002611;GXO Logistics;450.0
8500;KV2000002612;Americold;200.99
8501;KV2000002613;DHL Supply Chain;300.0
8502;KV2000002614;Americold;350.0
8503;KV2000002615;Americold;300.99
8504;KV2000002616;GXO Logistics;300.0
8505;KV2000002617;Lineage Logistics;0.0
8506;KV2000002618;Americold;50.99
8507;KV2000002619;FedEx Supply Chain;450.99
8508;KV2000002620;Lineage Logistics;450.0
8509;KV2000002621;GXO Logistics;450.0
8510;KV2000002622;Ryder Supply Chain Solutions;400.99
8511;KV2000002623;Ryder Supply Chain Solutions;350.0
8512;KV2000002624;Lineage Logistics;350.0
8513;KV2000002625;Lineage Logistics;150.0
8514;KV2000002626;Ryder Supply Chain Solutions;450.0
8515;KV2000002627;GXO Logistics;300.0
8516;KV2000002628;Americold;250.99
8517;KV2000002629;Ryder Supply Chain Solutions;250.0
8518;KV2000002630;FedEx Supply Chain;50.0
8519;KV2000002631;FedEx Supply Chain;300.99
8520;KV2000002632;Lineage Logistics;50.0
8521;KV2000002633;GXO Logistics;50.0
8522;KV2000002634;EODIS North America;200.0
8523;KV2000002635;Ryder Supply Chain Solutions;300.0
8524;KV2000002636;DHL Supply Chain;400.99
8525;KV2000002637;EODIS North America;100.99
8526;KV2000002638;Americold;50.0
8527;KV2000002639;Americold;100.0
8528;KV2000002640;Kenco Logistic Services LLC;250.0
8529;KV2000002641;Lineage Logistics;50.99
8530;KV2000002642;GXO Logistics;50.99
8531;KV2000002643;FedEx Supply Chain;300.0
8532;KV2000002644;DHL Supply Chain;300.0
8533;KV2000002645;Americold;100.99
8534;KV2000002646;Americold;450.0
8535;KV2000002647;Lineage Logistics;450.0
8536;KV2000002648;GXO Logistics;400.99
8537;KV2000002649;DHL Supply Chain;450.0
8538;KV2000002650;FedEx Supply Chain;450.99
8539;KV2000002651;DHL Supply Chain;100.0
8540;KV2000002652;GXO Logistics;50.0
8541;KV2000002653;FedEx Supply Chain;250.99
8542;KV2000002654;Americold;250.0
8543;KV2000002655;DHL Supply Chain;350.99
8544;KV2000002656;EODIS North America;450.99
8545;KV2000002657;Americold;300.99
8546;KV2000002658;EODIS North America;150.0
8547;KV2000002659;Americold;200.0
8548;KV2000002660;Ryder Supply Chain Solutions;150.0
8549;KV2000002661;Kenco Logistic Services LLC;200.99
8550;KV2000002662;Americold;350.99
8551;KV2000002663;Kenco Logistic Services LLC;0.99
8552;KV2000002664;Kenco Logistic Services LLC;0.99
8553;KV2000002665;Kenco Logistic Services LLC;300.99
8554;KV2000002666;Ryder Supply Chain Solutions;400.0
8555;KV2000002667;Americold;50.99
8556;KV2000002668;Lineage Logistics;250.99
8557;KV2000002669;EODIS North America;300.0
8558;KV2000002670;FedEx Supply Chain;200.0
8559;KV2000002671;Kenco Logistic Services LLC;400.99
8560;KV2000002672;GXO Logistics;200.0
8561;KV2000002673;FedEx Supply Chain;250.99
8562;KV2000002674;Ryder Supply Chain Solutions;100.99
8563;KV2000002675;DHL Supply Chain;0.0
8564;KV2000002676;GXO Logistics;100.0
8565;KV2000002677;Kenco Logistic Services LLC;300.0
8566;KV2000002678;EODIS North America;0.99
8567;KV2000002679;Ryder Supply Chain Solutions;150.99
8568;KV2000002680;GXO Logistics;300.99
8569;KV2000002681;Lineage Logistics;250.99
8570;KV2000002682;DHL Supply Chain;150.99
8571;KV2000002683;EODIS North America;350.0
8572;KV2000002684;EODIS North America;250.99
8573;KV2000002685;Americold;450.99
8574;KV2000002686;Lineage Logistics;450.99
8575;KV2000002687;GXO Logistics;250.99
8576;KV2000002688;Americold;200.99
8577;KV2000002689;Lineage Logistics;150.99
8578;KV2000002690;Kenco Logistic Services LLC;250.0
8579;KV2000002691;FedEx Supply Chain;50.0
8580;KV2000002692;Ryder Supply Chain Solutions;400.0
8581;KV2000002693;Americold;450.99
8582;KV2000002694;DHL Supply Chain;250.0
8583;KV2000002695;Lineage Logistics;200.99
8584;KV2000002696;Americold;350.99
8585;KV2000002697;EODIS North America;250.0
8586;KV2000002698;DHL Supply Chain;450.0
7403;KV2000002699;DHL Supply Chain;150.0
7404;KV2000002700;Kenco Logistic Services LLC;400.0
7405;KV2000002701;Ryder Supply Chain Solutions;450.0
7406;KV2000002702;DHL Supply Chain;150.0
7407;KV2000002703;DHL Supply Chain;150.99
7408;KV2000002704;Americold;0.0
7409;KV2000002705;EODIS North America;0.0
7410;KV2000002706;Americold;250.0
7411;KV2000002707;GXO Logistics;450.0
7412;KV2000002708;GXO Logistics;0.99
7413;KV2000002709;GXO Logistics;450.99
7414;KV2000002710;Americold;400.0
7415;KV2000002711;DHL Supply Chain;150.99
7416;KV2000002712;EODIS North America;450.99
7417;KV2000002713;FedEx Supply Chain;0.0
7418;KV2000002714;Kenco Logistic Services LLC;150.0
7419;KV2000002715;Ryder Supply Chain Solutions;400.99
7420;KV2000002716;EODIS North America;100.99
7421;KV2000002717;Ryder Supply Chain Solutions;350.0
7422;KV2000002718;EODIS North America;300.99
7423;KV2000002719;EODIS North America;350.99
7424;KV2000002720;Ryder Supply Chain Solutions;450.0
7425;KV2000002721;Lineage Logistics;50.99
7426;KV2000002722;FedEx Supply Chain;450.0
7427;KV2000002723;FedEx Supply Chain;0.0
7428;KV2000002724;FedEx Supply Chain;250.0
7429;KV2000002725;Kenco Logistic Services LLC;450.99
7430;KV2000002726;FedEx Supply Chain;350.99
7431;KV2000002727;EODIS North America;50.99
7432;KV2000002728;DHL Supply Chain;150.0
7433;KV2000002729;Ryder Supply Chain Solutions;450.99
7434;KV2000002730;Kenco Logistic Services LLC;150.0
7435;KV2000002731;Americold;250.0
7436;KV2000002732;GXO Logistics;300.0
7437;KV2000002733;Americold;450.99
7438;KV2000002734;FedEx Supply Chain;250.0
7439;KV2000002735;Lineage Logistics;100.0
7440;KV2000002736;EODIS North America;400.0
7441;KV2000002737;EODIS North America;150.99
7442;KV2000002738;DHL Supply Chain;350.99
7443;KV2000002739;DHL Supply Chain;0.99
7444;KV2000002740;DHL Supply Chain;200.0
7445;KV2000002741;Americold;450.99
7446;KV2000002742;DHL Supply Chain;0.99
7447;KV2000002743;FedEx Supply Chain;100.99
7448;KV2000002744;GXO Logistics;300.0
7449;KV2000002745;GXO Logistics;100.99
7450;KV2000002746;DHL Supply Chain;350.0
7451;KV2000002747;GXO Logistics;100.0
7452;KV2000002748;EODIS North America;0.0
7453;KV2000002749;Lineage Logistics;0.99
7454;KV2000002750;FedEx Supply Chain;300.99
7455;KV2000002751;GXO Logistics;300.0
7456;KV2000002752;DHL Supply Chain;250.99
7457;KV2000002753;EODIS North America;350.99
7458;KV2000002754;EODIS North America;0.0
7459;KV2000002755;Lineage Logistics;450.0
7460;KV2000002756;Kenco Logistic Services LLC;200.99
7461;KV2000002757;GXO Logistics;100.0
7462;KV2000002758;GXO Logistics;0.99
7463;KV2000002759;DHL Supply Chain;300.0
7464;KV2000002760;GXO Logistics;0.99
7465;KV2000002761;FedEx Supply Chain;50.0
7466;KV2000002762;Lineage Logistics;0.99
7467;KV2000002763;DHL Supply Chain;200.0
7468;KV2000002764;GXO Logistics;350.0
7469;KV2000002765;GXO Logistics;350.0
7470;KV2000002766;Ryder Supply Chain Solutions;450.99
7471;KV2000002767;Americold;350.99
7472;KV2000002768;GXO Logistics;450.99
7473;KV2000002769;FedEx Supply Chain;300.99
7474;KV2000002770;Americold;250.99
7475;KV2000002771;GXO Logistics;400.0
7476;KV2000002772;EODIS North America;250.0
7477;KV2000002773;Kenco Logistic Services LLC;150.0
7478;KV2000002774;Ryder Supply Chain Solutions;150.0
7479;KV2000002775;EODIS North America;400.0
7480;KV2000002776;Americold;0.0
7481;KV2000002777;EODIS North America;250.99
7482;KV2000002778;Kenco Logistic Services LLC;100.0
7483;KV2000002779;EODIS North America;450.99
7484;KV2000002780;Lineage Logistics;100.0
7485;KV2000002781;Americold;100.99
7486;KV2000002782;Kenco Logistic Services LLC;400.99
7487;KV2000002783;DHL Supply Chain;0.0
7488;KV2000002784;Kenco Logistic Services LLC;0.0
7489;KV2000002785;Americold;250.0
7490;KV2000002786;EODIS North America;150.0
7491;KV2000002787;Lineage Logistics;200.0
7492;KV2000002788;FedEx Supply Chain;450.99
7493;KV2000002789;Lineage Logistics;450.99
7494;KV2000002790;EODIS North America;450.0
7495;KV2000002791;FedEx Supply Chain;200.99
7496;KV2000002792;GXO Logistics;0.0
7497;KV2000002793;Americold;50.0
7498;KV2000002794;Lineage Logistics;200.0
7499;KV2000002795;Kenco Logistic Services LLC;50.99
7500;KV2000002796;GXO Logistics;200.0
7501;KV2000002797;DHL Supply Chain;350.99
7502;KV2000002798;Americold;150.99
7503;KV2000002799;GXO Logistics;350.99
7504;KV2000002800;FedEx Supply Chain;450.99
7505;KV2000002801;Kenco Logistic Services LLC;250.0
7506;KV2000002802;EODIS North America;300.99
7507;KV2000002803;Lineage Logistics;350.99
7508;KV2000002804;Lineage Logistics;300.99
7509;KV2000002805;EODIS North America;250.99
7510;KV2000002806;Ryder Supply Chain Solutions;350.99
7511;KV2000002807;Kenco Logistic Services LLC;100.99
7512;KV2000002808;FedEx Supply Chain;250.0
7513;KV2000002809;EODIS North America;250.0
7514;KV2000002810;DHL Supply Chain;350.0
7515;KV2000002811;Kenco Logistic Services LLC;450.99
7516;KV2000002812;EODIS North America;300.99
7517;KV2000002813;EODIS North America;200.99
7518;KV2000002814;DHL Supply Chain;50.99
7519;KV2000002815;Ryder Supply Chain Solutions;100.0
7520;KV2000002816;FedEx Supply Chain;250.99
7521;KV2000002817;Ryder Supply Chain Solutions;250.99
7522;KV2000002818;Lineage Logistics;250.0
7523;KV2000002819;EODIS North America;250.99
7524;KV2000002820;EODIS North America;150.0
7525;KV2000002821;Ryder Supply Chain Solutions;100.99
7526;KV2000002822;Lineage Logistics;200.0
7527;KV2000002823;Kenco Logistic Services LLC;250.99
7528;KV2000002824;Americold;0.0
7529;KV2000002825;Kenco Logistic Services LLC;400.99
7530;KV2000002826;GXO Logistics;150.99
7531;KV2000002827;GXO Logistics;350.99
7532;KV2000002828;Americold;450.99
7533;KV2000002829;GXO Logistics;50.99
7534;KV2000002830;Ryder Supply Chain Solutions;100.99
7535;KV2000002831;Lineage Logistics;200.99
7536;KV2000002832;Kenco Logistic Services LLC;450.0
7537;KV2000002833;Lineage Logistics;0.99
7538;KV2000002834;Ryder Supply Chain Solutions;0.99
7539;KV2000002835;FedEx Supply Chain;300.99
7540;KV2000002836;DHL Supply Chain;450.0
7541;KV2000002837;Lineage Logistics;0.0
7542;KV2000002838;Americold;150.99
7543;KV2000002839;Ryder Supply Chain Solutions;400.99
7544;KV2000002840;DHL Supply Chain;100.0
7545;KV2000002841;Americold;200.0
7546;KV2000002842;Americold;200.0
7547;KV2000002843;Kenco Logistic Services LLC;50.0
7548;KV2000002844;FedEx Supply Chain;50.99
7549;KV2000002845;Kenco Logistic Services LLC;100.0
7550;KV2000002846;DHL Supply Chain;150.0
7551;KV2000002847;DHL Supply Chain;200.99
7552;KV2000002848;FedEx Supply Chain;350.99
7553;KV2000002849;GXO Logistics;0.99
7554;KV2000002850;Americold;400.99
7555;KV2000002851;Americold;0.99
7556;KV2000002852;GXO Logistics;50.99
7557;KV2000002853;FedEx Supply Chain;150.0
7558;KV2000002854;Lineage Logistics;250.99
7559;KV2000002855;Americold;450.0
7560;KV2000002856;DHL Supply Chain;250.0
7561;KV2000002857;Lineage Logistics;400.0
7562;KV2000002858;GXO Logistics;200.0
7563;KV2000002859;Ryder Supply Chain Solutions;350.0
7564;KV2000002860;Lineage Logistics;300.99
7565;KV2000002861;Lineage Logistics;50.99
7566;KV2000002862;Kenco Logistic Services LLC;50.99
7567;KV2000002863;Kenco Logistic Services LLC;100.99
7568;KV2000002864;FedEx Supply Chain;350.99
7569;KV2000002865;EODIS North America;150.0
7570;KV2000002866;Lineage Logistics;300.99
7571;KV2000002867;EODIS North America;250.0
7572;KV2000002868;FedEx Supply Chain;100.0
7573;KV2000002869;GXO Logistics;100.99
7574;KV2000002870;DHL Supply Chain;200.99
7575;KV2000002871;EODIS North America;0.0
7576;KV2000002872;DHL Supply Chain;250.0
7577;KV2000002873;Americold;450.99
7578;KV2000002874;Lineage Logistics;300.0
7579;KV2000002875;FedEx Supply Chain;100.0
7580;KV2000002876;GXO Logistics;250.99
7581;KV2000002877;Americold;250.0
7582;KV2000002878;FedEx Supply Chain;250.99
7583;KV2000002879;DHL Supply Chain;0.0
7584;KV2000002880;GXO Logistics;100.99
7585;KV2000002881;GXO Logistics;350.0
7586;KV2000002882;FedEx Supply Chain;300.99
7587;KV2000002883;Americold;350.0
7588;KV2000002884;Americold;50.99
7589;KV2000002885;DHL Supply Chain;0.99
7590;KV2000002886;Kenco Logistic Services LLC;200.0
7591;KV2000002887;DHL Supply Chain;450.99
7592;KV2000002888;DHL Supply Chain;400.0
7593;KV2000002889;Kenco Logistic Services LLC;250.99
7594;KV2000002890;EODIS North America;400.0
7595;KV2000002891;GXO Logistics;400.99
7596;KV2000002892;Lineage Logistics;150.99
7597;KV2000002893;GXO Logistics;250.0
7598;KV2000002894;Lineage Logistics;250.0
7599;KV2000002895;EODIS North America;200.0
7600;KV2000002896;DHL Supply Chain;450.0
7601;KV2000002897;DHL Supply Chain;400.99
7602;KV2000002898;Americold;100.99
7603;KV2000002899;EODIS North America;350.99
7604;KV2000002900;GXO Logistics;0.99
7605;KV2000002901;Ryder Supply Chain Solutions;250.0
7606;KV2000002902;FedEx Supply Chain;300.0
7607;KV2000002903;DHL Supply Chain;400.0
7608;KV2000002904;Lineage Logistics;450.99
7609;KV2000002905;Lineage Logistics;400.0
7610;KV2000002906;Lineage Logistics;100.99
7611;KV2000002907;FedEx Supply Chain;100.0
7612;KV2000002908;Lineage Logistics;400.0
7613;KV2000002909;EODIS North America;250.0
7614;KV2000002910;GXO Logistics;250.99
7615;KV2000002911;Americold;300.99
7616;KV2000002912;Ryder Supply Chain Solutions;350.99
7617;KV2000002913;Americold;100.0
7618;KV2000002914;GXO Logistics;0.99
7619;KV2000002915;Americold;200.99
7620;KV2000002916;Lineage Logistics;450.99
7621;KV2000002917;Americold;0.0
7622;KV2000002918;Americold;50.99
7623;KV2000002919;FedEx Supply Chain;0.0
7624;KV2000002920;GXO Logistics;350.0
7625;KV2000002921;Ryder Supply Chain Solutions;50.0
7626;KV2000002922;Lineage Logistics;50.99
7627;KV2000002923;Kenco Logistic Services LLC;50.99
7628;KV2000002924;Americold;250.99
7629;KV2000002925;DHL Supply Chain;450.0
7630;KV2000002926;EODIS North America;450.99
7631;KV2000002927;GXO Logistics;150.0
7632;KV2000002928;DHL Supply Chain;150.0
7633;KV2000002929;GXO Logistics;100.99
7634;KV2000002930;FedEx Supply Chain;400.0
7635;KV2000002931;GXO Logistics;150.99
7636;KV2000002932;DHL Supply Chain;100.99
7637;KV2000002933;Ryder Supply Chain Solutions;400.99
7638;KV2000002934;FedEx Supply Chain;100.99
7639;KV2000002935;DHL Supply Chain;200.0
7640;KV2000002936;EODIS North America;0.99
7641;KV2000002937;FedEx Supply Chain;300.99
7642;KV2000002938;Lineage Logistics;100.99
7643;KV2000002939;DHL Supply Chain;450.99
7644;KV2000002940;Ryder Supply Chain Solutions;0.99
7645;KV2000002941;Lineage Logistics;350.99
7646;KV2000002942;Ryder Supply Chain Solutions;250.99
7647;KV2000002943;EODIS North America;200.99
7648;KV2000002944;Ryder Supply Chain Solutions;200.99
7649;KV2000002945;Ryder Supply Chain Solutions;250.0
7650;KV2000002946;Kenco Logistic Services LLC;250.0
7651;KV2000002947;Ryder Supply Chain Solutions;400.0
7652;KV2000002948;EODIS North America;150.99
7653;KV2000002949;Kenco Logistic Services LLC;200.0
7654;KV2000002950;EODIS North America;200.0
7655;KV2000002951;Kenco Logistic Services LLC;100.0
7656;KV2000002952;GXO Logistics;450.0
7657;KV2000002953;Americold;250.0
7658;KV2000002954;EODIS North America;400.0
7659;KV2000002955;DHL Supply Chain;200.0
7660;KV2000002956;Americold;150.99
7661;KV2000002957;GXO Logistics;50.99
7662;KV2000002958;Ryder Supply Chain Solutions;200.99
7663;KV2000002959;DHL Supply Chain;0.0
7664;KV2000002960;EODIS North America;150.0
7665;KV2000002961;Americold;400.0
7666;KV2000002962;Kenco Logistic Services LLC;450.99
7667;KV2000002963;Ryder Supply Chain Solutions;400.99
7668;KV2000002964;Lineage Logistics;300.99
7669;KV2000002965;Lineage Logistics;50.99
7670;KV2000002966;GXO Logistics;50.99
7671;KV2000002967;GXO Logistics;400.0
7672;KV2000002968;DHL Supply Chain;300.99
7673;KV2000002969;GXO Logistics;50.0
7674;KV2000002970;Kenco Logistic Services LLC;300.99
7675;KV2000002971;Americold;350.0
7676;KV2000002972;Americold;50.99
7677;KV2000002973;EODIS North America;200.0
7678;KV2000002974;Lineage Logistics;200.99
7679;KV2000002975;Kenco Logistic Services LLC;100.0
7680;KV2000002976;Americold;450.99
7681;KV2000002977;DHL Supply Chain;400.99
7682;KV2000002978;Ryder Supply Chain Solutions;50.0
7683;KV2000002979;FedEx Supply Chain;250.0
7684;KV2000002980;FedEx Supply Chain;300.0
7685;KV2000002981;Americold;50.99
7686;KV2000002982;Americold;50.99
7687;KV2000002983;Americold;150.99
7688;KV2000002984;DHL Supply Chain;100.0
7689;KV2000002985;FedEx Supply Chain;200.0
7690;KV2000002986;FedEx Supply Chain;50.0
7691;KV2000002987;Kenco Logistic Services LLC;250.99
7692;KV2000002988;EODIS North America;0.0
7693;KV2000002989;GXO Logistics;100.0
7694;KV2000002990;Americold;300.0
7695;KV2000002991;Ryder Supply Chain Solutions;0.99
7696;KV2000002992;FedEx Supply Chain;300.99
7697;KV2000002993;EODIS North America;450.0
7698;KV2000002994;Kenco Logistic Services LLC;400.99
7699;KV2000002995;FedEx Supply Chain;50.0
7700;KV2000002996;GXO Logistics;450.0
7701;KV2000002997;Americold;250.0
7702;KV2000002998;FedEx Supply Chain;400.0
7703;KV2000002999;DHL Supply Chain;450.0
7704;KV2000003000;Americold;250.0
7705;KV2000003001;DHL Supply Chain;200.99
7706;KV2000003002;GXO Logistics;300.0
7707;KV2000003003;FedEx Supply Chain;450.99
7708;KV2000003004;FedEx Supply Chain;250.99
7709;KV2000003005;Ryder Supply Chain Solutions;0.99
7710;KV2000003006;FedEx Supply Chain;450.99
7711;KV2000003007;Lineage Logistics;250.0
7712;KV2000003008;Lineage Logistics;50.0
7713;KV2000003009;Lineage Logistics;400.99
7714;KV2000003010;Lineage Logistics;400.99
7715;KV2000003011;Americold;200.0
7716;KV2000003012;DHL Supply Chain;350.99
7717;KV2000003013;GXO Logistics;300.0
7718;KV2000003014;Lineage Logistics;400.99
7719;KV2000003015;Americold;350.99
7720;KV2000003016;Lineage Logistics;450.0
7721;KV2000003017;Americold;400.99
7722;KV2000003018;GXO Logistics;400.0
7723;KV2000003019;DHL Supply Chain;200.99
7724;KV2000003020;Lineage Logistics;450.0
7725;KV2000003021;FedEx Supply Chain;0.0
7726;KV2000003022;EODIS North America;50.0
7727;KV2000003023;Americold;300.0
7728;KV2000003024;Lineage Logistics;100.99
7729;KV2000003025;FedEx Supply Chain;0.99
7730;KV2000003026;Ryder Supply Chain Solutions;300.99
